datetime_et,datetime_utc,outcome,open_prob,high_prob,low_prob,close_prob,open_american_odds,high_american_odds,low_american_odds,close_american_odds,open_decimal_odds,high_decimal_odds,low_decimal_odds,close_decimal_odds,volume_shares,trade_count
2026-03-31 10:20:00-04:00,2026-03-31 14:20:00+00:00,Connecticut Huskies,0.61,0.64,0.6099999651826344,0.64,-156,-178,-156,-178,1.6393,1.5625,1.6393,1.5625,305.54526500000003,4
2026-03-31 10:25:00-04:00,2026-03-31 14:25:00+00:00,Connecticut Huskies,0.61,0.64,0.6099999651826344,0.64,-156,-178,-156,-178,1.6393,1.5625,1.6393,1.5625,0.0,0
2026-03-31 10:30:00-04:00,2026-03-31 14:30:00+00:00,Connecticut Huskies,0.61,0.64,0.6099999651826344,0.64,-156,-178,-156,-178,1.6393,1.5625,1.6393,1.5625,0.0,0
2026-03-31 10:35:00-04:00,2026-03-31 14:35:00+00:00,Connecticut Huskies,0.61,0.64,0.6099999651826344,0.64,-156,-178,-156,-178,1.6393,1.5625,1.6393,1.5625,0.0,0
2026-03-31 10:40:00-04:00,2026-03-31 14:40:00+00:00,Connecticut Huskies,0.61,0.64,0.6099999651826344,0.64,-156,-178,-156,-178,1.6393,1.5625,1.6393,1.5625,0.0,0
2026-03-31 10:45:00-04:00,2026-03-31 14:45:00+00:00,Connecticut Huskies,0.61,0.64,0.6099999651826344,0.64,-156,-178,-156,-178,1.6393,1.5625,1.6393,1.5625,0.0,0
2026-03-31 10:50:00-04:00,2026-03-31 14:50:00+00:00,Connecticut Huskies,0.61,0.64,0.6099999651826344,0.64,-156,-178,-156,-178,1.6393,1.5625,1.6393,1.5625,0.0,0
2026-03-31 10:55:00-04:00,2026-03-31 14:55:00+00:00,Connecticut Huskies,0.61,0.64,0.6099999651826344,0.64,-156,-178,-156,-178,1.6393,1.5625,1.6393,1.5625,0.0,0
2026-03-31 11:00:00-04:00,2026-03-31 15:00:00+00:00,Connecticut Huskies,0.61,0.64,0.6099999651826344,0.64,-156,-178,-156,-178,1.6393,1.5625,1.6393,1.5625,0.0,0
2026-03-31 11:05:00-04:00,2026-03-31 15:05:00+00:00,Connecticut Huskies,0.61,0.64,0.6099999651826344,0.64,-156,-178,-156,-178,1.6393,1.5625,1.6393,1.5625,0.0,0
2026-03-31 11:10:00-04:00,2026-03-31 15:10:00+00:00,Connecticut Huskies,0.61,0.64,0.6099999651826344,0.64,-156,-178,-156,-178,1.6393,1.5625,1.6393,1.5625,0.0,0
2026-03-31 11:15:00-04:00,2026-03-31 15:15:00+00:00,Connecticut Huskies,0.61,0.64,0.6099999651826344,0.64,-156,-178,-156,-178,1.6393,1.5625,1.6393,1.5625,0.0,0
2026-03-31 11:20:00-04:00,2026-03-31 15:20:00+00:00,Connecticut Huskies,0.61,0.64,0.6099999651826344,0.64,-156,-178,-156,-178,1.6393,1.5625,1.6393,1.5625,0.0,0
2026-03-31 11:25:00-04:00,2026-03-31 15:25:00+00:00,Connecticut Huskies,0.7029701926280848,0.8,0.6627906976744186,0.7942159682811164,-237,-400,-197,-386,1.4225,1.25,1.5088,1.2591,98.309594,11
2026-03-31 11:30:00-04:00,2026-03-31 15:30:00+00:00,Connecticut Huskies,0.7029701926280848,0.8,0.6627906976744186,0.7942159682811164,-237,-400,-197,-386,1.4225,1.25,1.5088,1.2591,0.0,0
2026-03-31 11:35:00-04:00,2026-03-31 15:35:00+00:00,Connecticut Huskies,0.7029701926280848,0.8,0.6627906976744186,0.7942159682811164,-237,-400,-197,-386,1.4225,1.25,1.5088,1.2591,0.0,0
2026-03-31 11:40:00-04:00,2026-03-31 15:40:00+00:00,Connecticut Huskies,0.7029701926280848,0.8,0.6627906976744186,0.7942159682811164,-237,-400,-197,-386,1.4225,1.25,1.5088,1.2591,0.0,0
2026-03-31 11:45:00-04:00,2026-03-31 15:45:00+00:00,Connecticut Huskies,0.7029701926280848,0.8,0.6627906976744186,0.7942159682811164,-237,-400,-197,-386,1.4225,1.25,1.5088,1.2591,0.0,0
2026-03-31 11:50:00-04:00,2026-03-31 15:50:00+00:00,Connecticut Huskies,0.7029701926280848,0.8,0.6627906976744186,0.7942159682811164,-237,-400,-197,-386,1.4225,1.25,1.5088,1.2591,0.0,0
2026-03-31 11:55:00-04:00,2026-03-31 15:55:00+00:00,Connecticut Huskies,0.7029701926280848,0.8,0.6627906976744186,0.7942159682811164,-237,-400,-197,-386,1.4225,1.25,1.5088,1.2591,0.0,0
2026-03-31 12:00:00-04:00,2026-03-31 16:00:00+00:00,Connecticut Huskies,0.7029701926280848,0.8,0.6627906976744186,0.7942159682811164,-237,-400,-197,-386,1.4225,1.25,1.5088,1.2591,0.0,0
2026-03-31 12:05:00-04:00,2026-03-31 16:05:00+00:00,Connecticut Huskies,0.7029701926280848,0.8,0.6627906976744186,0.7942159682811164,-237,-400,-197,-386,1.4225,1.25,1.5088,1.2591,0.0,0
2026-03-31 12:10:00-04:00,2026-03-31 16:10:00+00:00,Connecticut Huskies,0.7029701926280848,0.8,0.6627906976744186,0.7942159682811164,-237,-400,-197,-386,1.4225,1.25,1.5088,1.2591,0.0,0
2026-03-31 12:15:00-04:00,2026-03-31 16:15:00+00:00,Connecticut Huskies,0.7029701926280848,0.8,0.6627906976744186,0.7942159682811164,-237,-400,-197,-386,1.4225,1.25,1.5088,1.2591,0.0,0
2026-03-31 12:20:00-04:00,2026-03-31 16:20:00+00:00,Connecticut Huskies,0.7029701926280848,0.8,0.6627906976744186,0.7942159682811164,-237,-400,-197,-386,1.4225,1.25,1.5088,1.2591,0.0,0
2026-03-31 12:25:00-04:00,2026-03-31 16:25:00+00:00,Connecticut Huskies,0.7029701926280848,0.8,0.6627906976744186,0.7942159682811164,-237,-400,-197,-386,1.4225,1.25,1.5088,1.2591,0.0,0
