datetime_et,datetime_utc,outcome,open_prob,high_prob,low_prob,close_prob,open_american_odds,high_american_odds,low_american_odds,close_american_odds,open_decimal_odds,high_decimal_odds,low_decimal_odds,close_decimal_odds,volume_shares,trade_count
2026-03-27 21:25:00-04:00,2026-03-28 01:25:00+00:00,Iowa State Cyclones,0.62,0.62,0.62,0.62,-163,-163,-163,-163,1.6129,1.6129,1.6129,1.6129,1709.92084,8
2026-03-27 21:25:00-04:00,2026-03-28 01:25:00+00:00,Tennessee Volunteers,0.39,0.39,0.39,0.39,156,156,156,156,2.5641,2.5641,2.5641,2.5641,1015.75349,1
2026-03-27 21:30:00-04:00,2026-03-28 01:30:00+00:00,Iowa State Cyclones,0.62,0.62,0.6199999901096701,0.62,-163,-163,-163,-163,1.6129,1.6129,1.6129,1.6129,20467.071528,42
2026-03-27 21:30:00-04:00,2026-03-28 01:30:00+00:00,Tennessee Volunteers,0.39,0.39,0.38999999889137055,0.39,156,156,156,156,2.5641,2.5641,2.5641,2.5641,3642.520154,16
2026-03-27 21:35:00-04:00,2026-03-28 01:35:00+00:00,Iowa State Cyclones,0.62,0.62,0.6,0.6,-163,-163,-150,-150,1.6129,1.6129,1.6667,1.6667,6530.829329,48
2026-03-27 21:35:00-04:00,2026-03-28 01:35:00+00:00,Tennessee Volunteers,0.3899999911079998,0.4,0.389999890799976,0.4,156,150,156,150,2.5641,2.5,2.5641,2.5,1214718.421336,131
2026-03-27 21:40:00-04:00,2026-03-28 01:40:00+00:00,Iowa State Cyclones,0.61,0.61,0.6,0.6,-156,-156,-150,-150,1.6393,1.6393,1.6667,1.6667,2016.527412,5
2026-03-27 21:40:00-04:00,2026-03-28 01:40:00+00:00,Tennessee Volunteers,0.4,0.4,0.39,0.4,150,150,156,150,2.5,2.5,2.5641,2.5,1412.43715,14
2026-03-27 21:45:00-04:00,2026-03-28 01:45:00+00:00,Iowa State Cyclones,0.6099999786499901,0.61,0.6,0.6099999996942739,-156,-156,-150,-156,1.6393,1.6393,1.6667,1.6393,25286.774049,9
2026-03-27 21:45:00-04:00,2026-03-28 01:45:00+00:00,Tennessee Volunteers,0.4,0.4,0.39,0.39,150,150,156,156,2.5,2.5,2.5641,2.5641,58347.111500000006,17
2026-03-27 21:50:00-04:00,2026-03-28 01:50:00+00:00,Iowa State Cyclones,0.6,0.61,0.59,0.59,-150,-156,-144,-144,1.6667,1.6393,1.6949,1.6949,7583.1589,11
2026-03-27 21:50:00-04:00,2026-03-28 01:50:00+00:00,Tennessee Volunteers,0.4,0.4,0.39,0.4,150,150,156,150,2.5,2.5,2.5641,2.5,5410.6861,27
2026-03-27 21:55:00-04:00,2026-03-28 01:55:00+00:00,Iowa State Cyclones,0.6,0.6,0.582607046,0.5899999963182525,-150,-150,-140,-144,1.6667,1.6667,1.7164,1.6949,86637.514961,30
2026-03-27 21:55:00-04:00,2026-03-28 01:55:00+00:00,Tennessee Volunteers,0.409999997622,0.42,0.4,0.42,144,138,150,138,2.439,2.381,2.5,2.381,31045.076015000002,12
2026-03-27 22:00:00-04:00,2026-03-28 02:00:00+00:00,Iowa State Cyclones,0.5899999974254545,0.59,0.58,0.5899999946899995,-144,-144,-138,-144,1.6949,1.6949,1.7241,1.6949,615.053616,10
2026-03-27 22:00:00-04:00,2026-03-28 02:00:00+00:00,Tennessee Volunteers,0.4199999908837204,0.42,0.4199998235998977,0.41999992719998835,138,138,138,138,2.381,2.381,2.381,2.381,59.028285,6
2026-03-27 22:05:00-04:00,2026-03-28 02:05:00+00:00,Iowa State Cyclones,0.5899999998565972,0.59,0.58,0.58,-144,-144,-138,-138,1.6949,1.6949,1.7241,1.7241,3214.801341,13
2026-03-27 22:05:00-04:00,2026-03-28 02:05:00+00:00,Tennessee Volunteers,0.41,0.42,0.41,0.41,144,138,144,144,2.439,2.381,2.439,2.439,4558.172008,11
2026-03-27 22:10:00-04:00,2026-03-28 02:10:00+00:00,Iowa State Cyclones,0.5899999991639676,0.6,0.58,0.59,-144,-150,-138,-144,1.6949,1.6667,1.7241,1.6949,113419.143632,28
2026-03-27 22:10:00-04:00,2026-03-28 02:10:00+00:00,Tennessee Volunteers,0.4199999758356145,0.42,0.4,0.4199999831999973,138,138,150,138,2.381,2.381,2.5,2.381,13721.851155999999,32
2026-03-27 22:15:00-04:00,2026-03-28 02:15:00+00:00,Iowa State Cyclones,0.5899999994423817,0.59,0.5799998259997042,0.59,-144,-144,-138,-144,1.6949,1.6949,1.7241,1.6949,22938.315978000002,26
2026-03-27 22:15:00-04:00,2026-03-28 02:15:00+00:00,Tennessee Volunteers,0.42,0.4299999870999978,0.41,0.42,138,133,144,138,2.381,2.3256,2.439,2.381,132495.280221,14
2026-03-27 22:20:00-04:00,2026-03-28 02:20:00+00:00,Iowa State Cyclones,0.6,0.6,0.58,0.589999999056,-150,-150,-138,-144,1.6667,1.6667,1.7241,1.6949,100089.69569800001,13
2026-03-27 22:20:00-04:00,2026-03-28 02:20:00+00:00,Tennessee Volunteers,0.42,0.42,0.41,0.4199998235998977,138,138,144,138,2.381,2.381,2.439,2.381,3228.212421,23
2026-03-27 22:25:00-04:00,2026-03-28 02:25:00+00:00,Iowa State Cyclones,0.59,0.6,0.5899999909391609,0.5999999985,-144,-150,-144,-150,1.6949,1.6667,1.6949,1.6667,39659.829895999996,43
2026-03-27 22:25:00-04:00,2026-03-28 02:25:00+00:00,Tennessee Volunteers,0.41,0.42,0.4,0.4099999958999999,144,138,150,144,2.439,2.381,2.5,2.439,23105.755048,34
2026-03-27 22:30:00-04:00,2026-03-28 02:30:00+00:00,Iowa State Cyclones,0.6,0.6073273666666666,0.5999999994,0.6063872333333333,-150,-155,-150,-154,1.6667,1.6466,1.6667,1.6491,268372.448342,13
2026-03-27 22:30:00-04:00,2026-03-28 02:30:00+00:00,Tennessee Volunteers,0.4099999992346667,0.41,0.4,0.4,144,144,150,150,2.439,2.439,2.5,2.5,4006.4266989999996,9
