datetime_et,datetime_utc,outcome,open_prob,high_prob,low_prob,close_prob,open_american_odds,high_american_odds,low_american_odds,close_american_odds,open_decimal_odds,high_decimal_odds,low_decimal_odds,close_decimal_odds,volume_shares,trade_count
2026-03-26 19:20:00-04:00,2026-03-26 23:20:00+00:00,Purdue Boilermakers,0.7,0.7,0.7,0.7,-233,-233,-233,-233,1.4286,1.4286,1.4286,1.4286,499.58583000000004,2
2026-03-26 19:20:00-04:00,2026-03-26 23:20:00+00:00,Texas Longhorns,0.31,0.31,0.3099998294999233,0.30999993626166555,223,223,223,223,3.2258,3.2258,3.2258,3.2258,85.77450900000001,4
2026-03-26 19:25:00-04:00,2026-03-26 23:25:00+00:00,Purdue Boilermakers,0.69,0.77,0.69,0.77,-223,-335,-223,-335,1.4493,1.2987,1.4493,1.2987,10125.17958,31
2026-03-26 19:25:00-04:00,2026-03-26 23:25:00+00:00,Texas Longhorns,0.3,0.30999996217999704,0.2399998559999424,0.2399998559999424,233,223,317,317,3.3333,3.2258,4.1667,4.1667,32622.802366,158
2026-03-26 19:30:00-04:00,2026-03-26 23:30:00+00:00,Purdue Boilermakers,0.77,0.78,0.75,0.7799999812799929,-335,-355,-300,-355,1.2987,1.2821,1.3333,1.2821,8590.918846,51
2026-03-26 19:30:00-04:00,2026-03-26 23:30:00+00:00,Texas Longhorns,0.2399998559999424,0.26,0.22,0.22,317,285,355,355,4.1667,3.8462,4.5455,4.5455,14962.414918999999,91
2026-03-26 19:35:00-04:00,2026-03-26 23:35:00+00:00,Purdue Boilermakers,0.78,0.8199999376799798,0.78,0.8199999376799798,-355,-456,-355,-456,1.2821,1.2195,1.2821,1.2195,40235.691243,75
2026-03-26 19:35:00-04:00,2026-03-26 23:35:00+00:00,Texas Longhorns,0.22999982749995687,0.23,0.19,0.19,335,335,426,426,4.3478,4.3478,5.2632,5.2632,9171.66097,17
2026-03-26 19:40:00-04:00,2026-03-26 23:40:00+00:00,Purdue Boilermakers,0.79,0.8099999983124986,0.75,0.77,-376,-426,-300,-335,1.2658,1.2346,1.3333,1.2987,7081.513712,46
2026-03-26 19:40:00-04:00,2026-03-26 23:40:00+00:00,Texas Longhorns,0.18,0.26,0.18,0.24,456,285,456,317,5.5556,3.8462,5.5556,4.1667,25286.297263,66
2026-03-26 19:45:00-04:00,2026-03-26 23:45:00+00:00,Purdue Boilermakers,0.75,0.76,0.75,0.7599999695999891,-300,-317,-300,-317,1.3333,1.3158,1.3333,1.3158,6509.849432,16
2026-03-26 19:45:00-04:00,2026-03-26 23:45:00+00:00,Texas Longhorns,0.24,0.26,0.24,0.25,317,285,317,300,4.1667,3.8462,4.1667,4.0,6141.994046,30
2026-03-26 19:50:00-04:00,2026-03-26 23:50:00+00:00,Purdue Boilermakers,0.76,0.87,0.75,0.86,-317,-669,-300,-614,1.3158,1.1494,1.3333,1.1628,19556.996672,103
2026-03-26 19:50:00-04:00,2026-03-26 23:50:00+00:00,Texas Longhorns,0.25,0.25,0.13999988239998118,0.17,300,300,614,488,4.0,4.0,7.1429,5.8824,11252.972061,43
2026-03-26 19:55:00-04:00,2026-03-26 23:55:00+00:00,Purdue Boilermakers,0.83,0.84,0.8,0.8299999281100726,-488,-525,-400,-488,1.2048,1.1905,1.25,1.2048,18786.393249,61
2026-03-26 19:55:00-04:00,2026-03-26 23:55:00+00:00,Texas Longhorns,0.17,0.20999999775999997,0.17,0.18,488,376,488,456,5.8824,4.7619,5.8824,5.5556,12201.189144,58
2026-03-26 20:00:00-04:00,2026-03-27 00:00:00+00:00,Purdue Boilermakers,0.82,0.83,0.82,0.83,-456,-488,-456,-488,1.2195,1.2048,1.2195,1.2048,331.746374,9
2026-03-26 20:00:00-04:00,2026-03-27 00:00:00+00:00,Texas Longhorns,0.18,0.18,0.17,0.1799998703999637,456,456,488,456,5.5556,5.5556,5.8824,5.5556,2112.787374,6
2026-03-26 20:05:00-04:00,2026-03-27 00:05:00+00:00,Purdue Boilermakers,0.83,0.83,0.8299999792499694,0.8299999792499694,-488,-488,-488,-488,1.2048,1.2048,1.2048,1.2048,6.393835,3
