datetime_et,datetime_utc,outcome,open_prob,high_prob,low_prob,close_prob,open_american_odds,high_american_odds,low_american_odds,close_american_odds,open_decimal_odds,high_decimal_odds,low_decimal_odds,close_decimal_odds,volume_shares,trade_count
2026-03-20 09:25:00-04:00,2026-03-20 13:25:00+00:00,Villanova Wildcats,0.45,0.46,0.45,0.46,122,117,122,117,2.2222,2.1739,2.2222,2.1739,1038.46308,2
2026-03-20 09:30:00-04:00,2026-03-20 13:30:00+00:00,Villanova Wildcats,0.45999995951999545,0.46,0.45999995951999545,0.46,117,117,117,117,2.1739,2.1739,2.1739,2.1739,20.778854000000003,2
2026-03-20 09:35:00-04:00,2026-03-20 13:35:00+00:00,Utah State Aggies,0.5499999955999999,0.55,0.5499999807499988,0.5499999807499988,-122,-122,-122,-122,1.8182,1.8182,1.8182,1.8182,156.60514799999999,4
2026-03-20 09:35:00-04:00,2026-03-20 13:35:00+00:00,Villanova Wildcats,0.46,0.46,0.45999995951999545,0.45999995951999545,117,117,117,117,2.1739,2.1739,2.1739,2.1739,549.470604,2
2026-03-20 09:40:00-04:00,2026-03-20 13:40:00+00:00,Utah State Aggies,0.5499999955999999,0.55,0.5499999807499988,0.5499999807499988,-122,-122,-122,-122,1.8182,1.8182,1.8182,1.8182,0.0,0
2026-03-20 09:40:00-04:00,2026-03-20 13:40:00+00:00,Villanova Wildcats,0.46,0.46,0.46,0.46,117,117,117,117,2.1739,2.1739,2.1739,2.1739,3.98262,1
2026-03-20 09:45:00-04:00,2026-03-20 13:45:00+00:00,Utah State Aggies,0.5499999955999999,0.55,0.5499999807499988,0.5499999807499988,-122,-122,-122,-122,1.8182,1.8182,1.8182,1.8182,0.0,0
2026-03-20 09:45:00-04:00,2026-03-20 13:45:00+00:00,Villanova Wildcats,0.46,0.46,0.46,0.46,117,117,117,117,2.1739,2.1739,2.1739,2.1739,18.51915,1
2026-03-20 09:50:00-04:00,2026-03-20 13:50:00+00:00,Utah State Aggies,0.5499999559999947,0.5499999559999947,0.5499999559999947,0.5499999559999947,-122,-122,-122,-122,1.8182,1.8182,1.8182,1.8182,9.051538,1
2026-03-20 09:50:00-04:00,2026-03-20 13:50:00+00:00,Villanova Wildcats,0.46,0.46,0.46,0.46,117,117,117,117,2.1739,2.1739,2.1739,2.1739,77.26268999999999,3
2026-03-20 09:55:00-04:00,2026-03-20 13:55:00+00:00,Utah State Aggies,0.5499999724999877,0.5499999724999877,0.5499999724999877,0.5499999724999877,-122,-122,-122,-122,1.8182,1.8182,1.8182,1.8182,3.620622,1
2026-03-20 09:55:00-04:00,2026-03-20 13:55:00+00:00,Villanova Wildcats,0.4599999857464783,0.46,0.4599999857464783,0.46,117,117,117,117,2.1739,2.1739,2.1739,2.1739,50.648444,3
2026-03-20 10:00:00-04:00,2026-03-20 14:00:00+00:00,Utah State Aggies,0.5499999724999877,0.5499999724999877,0.5499999724999877,0.5499999724999877,-122,-122,-122,-122,1.8182,1.8182,1.8182,1.8182,0.0,0
2026-03-20 10:00:00-04:00,2026-03-20 14:00:00+00:00,Villanova Wildcats,0.45,0.46,0.45,0.46,122,117,122,117,2.2222,2.1739,2.2222,2.1739,85.14658999999999,2
2026-03-20 10:05:00-04:00,2026-03-20 14:05:00+00:00,Utah State Aggies,0.55,0.55,0.5499999807499988,0.5499999807499988,-122,-122,-122,-122,1.8182,1.8182,1.8182,1.8182,81.282791,3
2026-03-20 10:05:00-04:00,2026-03-20 14:05:00+00:00,Villanova Wildcats,0.45999992639998727,0.46,0.45999992639998727,0.46,117,117,117,117,2.1739,2.1739,2.1739,2.1739,65.23693800000001,3
2026-03-20 10:10:00-04:00,2026-03-20 14:10:00+00:00,Utah State Aggies,0.55,0.55,0.5499999807499988,0.5499999807499988,-122,-122,-122,-122,1.8182,1.8182,1.8182,1.8182,0.0,0
2026-03-20 10:10:00-04:00,2026-03-20 14:10:00+00:00,Villanova Wildcats,0.46,0.46,0.46,0.46,117,117,117,117,2.1739,2.1739,2.1739,2.1739,9.95653,1
2026-03-20 10:15:00-04:00,2026-03-20 14:15:00+00:00,Utah State Aggies,0.55,0.55,0.55,0.55,-122,-122,-122,-122,1.8182,1.8182,1.8182,1.8182,17.4939,1
2026-03-20 10:15:00-04:00,2026-03-20 14:15:00+00:00,Villanova Wildcats,0.46,0.46,0.4599999997752672,0.46,117,117,117,117,2.1739,2.1739,2.1739,2.1739,1516.292952,3
2026-03-20 10:20:00-04:00,2026-03-20 14:20:00+00:00,Utah State Aggies,0.54,0.54,0.53,0.54,-117,-117,-113,-117,1.8519,1.8519,1.8868,1.8519,15896.954898,10
2026-03-20 10:20:00-04:00,2026-03-20 14:20:00+00:00,Villanova Wildcats,0.46,0.46999999153999933,0.45999999739007086,0.46999999153999933,117,113,117,113,2.1739,2.1277,2.1739,2.1277,10372.37515,15
2026-03-20 10:25:00-04:00,2026-03-20 14:25:00+00:00,Utah State Aggies,0.54,0.54,0.53,0.5399998181442661,-117,-117,-113,-117,1.8519,1.8519,1.8868,1.8519,7331.981272,8
2026-03-20 10:25:00-04:00,2026-03-20 14:25:00+00:00,Villanova Wildcats,0.46,0.4699999521681253,0.46,0.4699999521681253,117,113,117,113,2.1739,2.1277,2.1739,2.1277,4.797549,2
2026-03-20 10:30:00-04:00,2026-03-20 14:30:00+00:00,Utah State Aggies,0.54,0.54,0.539999971199992,0.539999971199992,-117,-117,-117,-117,1.8519,1.8519,1.8519,1.8519,60.391904000000004,6
2026-03-20 10:30:00-04:00,2026-03-20 14:30:00+00:00,Villanova Wildcats,0.47,0.47,0.47,0.47,113,113,113,113,2.1277,2.1277,2.1277,2.1277,44.80384,1
2026-03-20 10:35:00-04:00,2026-03-20 14:35:00+00:00,Utah State Aggies,0.53,0.54,0.53,0.54,-113,-117,-113,-117,1.8868,1.8519,1.8868,1.8519,1005.02805,2
2026-03-20 10:35:00-04:00,2026-03-20 14:35:00+00:00,Villanova Wildcats,0.47,0.47,0.47,0.47,113,113,113,113,2.1277,2.1277,2.1277,2.1277,0.0,0
2026-03-20 10:40:00-04:00,2026-03-20 14:40:00+00:00,Utah State Aggies,0.5399999847272716,0.5399999847272716,0.5399999847272716,0.5399999847272716,-117,-117,-117,-117,1.8519,1.8519,1.8519,1.8519,18.253642,1
2026-03-20 10:40:00-04:00,2026-03-20 14:40:00+00:00,Villanova Wildcats,0.47,0.47,0.47,0.47,113,113,113,113,2.1277,2.1277,2.1277,2.1277,0.0,0
2026-03-20 10:45:00-04:00,2026-03-20 14:45:00+00:00,Utah State Aggies,0.54,0.54,0.54,0.54,-117,-117,-117,-117,1.8519,1.8519,1.8519,1.8519,5.0280499999999995,1
2026-03-20 10:45:00-04:00,2026-03-20 14:45:00+00:00,Villanova Wildcats,0.469999998496,0.469999998496,0.469999998496,0.469999998496,113,113,113,113,2.1277,2.1277,2.1277,2.1277,211.83846599999998,1
2026-03-20 10:50:00-04:00,2026-03-20 14:50:00+00:00,Utah State Aggies,0.54,0.54,0.54,0.54,-117,-117,-117,-117,1.8519,1.8519,1.8519,1.8519,5.0280499999999995,1
2026-03-20 10:50:00-04:00,2026-03-20 14:50:00+00:00,Villanova Wildcats,0.46999998871999804,0.46999998871999804,0.46999998871999804,0.46999998871999804,113,113,113,113,2.1277,2.1277,2.1277,2.1277,10.591926,1
2026-03-20 10:55:00-04:00,2026-03-20 14:55:00+00:00,Utah State Aggies,0.5399999881199997,0.5399999881199997,0.5399999881199997,0.5399999881199997,-117,-117,-117,-117,1.8519,1.8519,1.8519,1.8519,36.876046,1
2026-03-20 10:55:00-04:00,2026-03-20 14:55:00+00:00,Villanova Wildcats,0.46999998871999804,0.46999998871999804,0.46999998871999804,0.46999998871999804,113,113,113,113,2.1277,2.1277,2.1277,2.1277,0.0,0
2026-03-20 11:00:00-04:00,2026-03-20 15:00:00+00:00,Utah State Aggies,0.54,0.54,0.53,0.54,-117,-117,-113,-117,1.8519,1.8519,1.8868,1.8519,2249.3522,5
2026-03-20 11:00:00-04:00,2026-03-20 15:00:00+00:00,Villanova Wildcats,0.4699999934199999,0.4699999934199999,0.46999999153999933,0.46999999153999933,113,113,113,113,2.1277,2.1277,2.1277,2.1277,105.919254,3
2026-03-20 11:05:00-04:00,2026-03-20 15:05:00+00:00,Utah State Aggies,0.54,0.54,0.54,0.54,-117,-117,-117,-117,1.8519,1.8519,1.8519,1.8519,5.0280499999999995,1
2026-03-20 11:05:00-04:00,2026-03-20 15:05:00+00:00,Villanova Wildcats,0.469999998496,0.469999998496,0.4699998918999708,0.4699998918999708,113,113,113,113,2.1277,2.1277,2.1277,2.1277,216.07524399999997,2
2026-03-20 11:10:00-04:00,2026-03-20 15:10:00+00:00,Utah State Aggies,0.5399999989632,0.5399999989632,0.5399999989632,0.5399999989632,-117,-117,-117,-117,1.8519,1.8519,1.8519,1.8519,921.900934,1
2026-03-20 11:10:00-04:00,2026-03-20 15:10:00+00:00,Villanova Wildcats,0.469999998496,0.469999998496,0.4699998918999708,0.4699998918999708,113,113,113,113,2.1277,2.1277,2.1277,2.1277,0.0,0
2026-03-20 11:15:00-04:00,2026-03-20 15:15:00+00:00,Utah State Aggies,0.54,0.54,0.53,0.54,-117,-117,-113,-117,1.8519,1.8519,1.8868,1.8519,1010.0561,3
2026-03-20 11:15:00-04:00,2026-03-20 15:15:00+00:00,Villanova Wildcats,0.46999999153999933,0.46999999153999933,0.46999999153999933,0.46999999153999933,113,113,113,113,2.1277,2.1277,2.1277,2.1277,21.183854,1
2026-03-20 11:20:00-04:00,2026-03-20 15:20:00+00:00,Utah State Aggies,0.5399999654399953,0.5399999654399953,0.5399999654399953,0.5399999654399953,-117,-117,-117,-117,1.8519,1.8519,1.8519,1.8519,9.219018,1
2026-03-20 11:20:00-04:00,2026-03-20 15:20:00+00:00,Villanova Wildcats,0.46999999153999933,0.46999999153999933,0.46999999153999933,0.46999999153999933,113,113,113,113,2.1277,2.1277,2.1277,2.1277,0.0,0
2026-03-20 11:25:00-04:00,2026-03-20 15:25:00+00:00,Utah State Aggies,0.54,0.54,0.539999998056,0.539999998056,-117,-117,-117,-117,1.8519,1.8519,1.8519,1.8519,293.902024,2
2026-03-20 11:25:00-04:00,2026-03-20 15:25:00+00:00,Villanova Wildcats,0.46,0.46,0.46,0.46,117,117,117,117,2.1739,2.1739,2.1739,2.1739,4.97,1
2026-03-20 11:30:00-04:00,2026-03-20 15:30:00+00:00,Utah State Aggies,0.5399999547305157,0.54,0.5399999547305157,0.54,-117,-117,-117,-117,1.8519,1.8519,1.8519,1.8519,44.983247000000006,3
2026-03-20 11:30:00-04:00,2026-03-20 15:30:00+00:00,Villanova Wildcats,0.46999999823651184,0.46999999823651184,0.46999999823651184,0.46999999823651184,113,113,113,113,2.1277,2.1277,2.1277,2.1277,163.729947,1
2026-03-20 11:35:00-04:00,2026-03-20 15:35:00+00:00,Utah State Aggies,0.5399999999267796,0.54,0.539999968301882,0.539999999856,-117,-117,-117,-117,1.8519,1.8519,1.8519,1.8519,5842.584025,5
2026-03-20 11:35:00-04:00,2026-03-20 15:35:00+00:00,Villanova Wildcats,0.46999999823651184,0.46999999823651184,0.46999999823651184,0.46999999823651184,113,113,113,113,2.1277,2.1277,2.1277,2.1277,0.0,0
2026-03-20 11:40:00-04:00,2026-03-20 15:40:00+00:00,Utah State Aggies,0.54,0.54,0.53,0.5399999420689495,-117,-117,-113,-117,1.8519,1.8519,1.8868,1.8519,45195.161397,21
2026-03-20 11:40:00-04:00,2026-03-20 15:40:00+00:00,Villanova Wildcats,0.47,0.47,0.4699999932319998,0.47,113,113,113,113,2.1277,2.1277,2.1277,2.1277,154.704158,4
2026-03-20 11:45:00-04:00,2026-03-20 15:45:00+00:00,Utah State Aggies,0.53,0.54,0.53,0.53,-113,-117,-113,-113,1.8868,1.8519,1.8868,1.8868,29.4592,6
2026-03-20 11:45:00-04:00,2026-03-20 15:45:00+00:00,Villanova Wildcats,0.46,0.469999998496,0.46,0.469999998496,117,113,117,113,2.1739,2.1277,2.1739,2.1277,8442.118466,19
2026-03-20 11:50:00-04:00,2026-03-20 15:50:00+00:00,Utah State Aggies,0.54,0.54,0.539999998056,0.54,-117,-117,-117,-117,1.8519,1.8519,1.8519,1.8519,2161.6382999999996,8
2026-03-20 11:50:00-04:00,2026-03-20 15:50:00+00:00,Villanova Wildcats,0.46,0.46,0.46,0.46,117,117,117,117,2.1739,2.1739,2.1739,2.1739,259.13,3
