datetime_et,datetime_utc,outcome,open_prob,high_prob,low_prob,close_prob,open_american_odds,high_american_odds,low_american_odds,close_american_odds,open_decimal_odds,high_decimal_odds,low_decimal_odds,close_decimal_odds,volume_shares,trade_count
2026-03-20 00:10:00-04:00,2026-03-20 04:10:00+00:00,VCU Rams,0.2,0.2,0.2,0.2,400,400,400,400,5.0,5.0,5.0,5.0,1002.186,2
2026-03-20 00:15:00-04:00,2026-03-20 04:15:00+00:00,Illinois Fighting Illini,0.81,0.81,0.81,0.81,-426,-426,-426,-426,1.2346,1.2346,1.2346,1.2346,119.67684,6
2026-03-20 00:15:00-04:00,2026-03-20 04:15:00+00:00,VCU Rams,0.19,0.19,0.19,0.19,426,426,426,426,5.2632,5.2632,5.2632,5.2632,360.0,3
2026-03-20 00:20:00-04:00,2026-03-20 04:20:00+00:00,Illinois Fighting Illini,0.81,0.81,0.81,0.81,-426,-426,-426,-426,1.2346,1.2346,1.2346,1.2346,0.0,0
2026-03-20 00:20:00-04:00,2026-03-20 04:20:00+00:00,VCU Rams,0.19,0.19,0.19,0.19,426,426,426,426,5.2632,5.2632,5.2632,5.2632,1002.18,1
2026-03-20 00:25:00-04:00,2026-03-20 04:25:00+00:00,Illinois Fighting Illini,0.81,0.81,0.81,0.81,-426,-426,-426,-426,1.2346,1.2346,1.2346,1.2346,0.0,0
2026-03-20 00:25:00-04:00,2026-03-20 04:25:00+00:00,VCU Rams,0.2,0.2,0.2,0.2,400,400,400,400,5.0,5.0,5.0,5.0,136.6164,3
2026-03-20 00:30:00-04:00,2026-03-20 04:30:00+00:00,Illinois Fighting Illini,0.81,0.81,0.81,0.81,-426,-426,-426,-426,1.2346,1.2346,1.2346,1.2346,50.86265,1
2026-03-20 00:30:00-04:00,2026-03-20 04:30:00+00:00,VCU Rams,0.2,0.2,0.19,0.19,400,400,426,426,5.0,5.0,5.2632,5.2632,2365.3068000000003,3
2026-03-20 00:35:00-04:00,2026-03-20 04:35:00+00:00,Illinois Fighting Illini,0.81,0.81,0.81,0.81,-426,-426,-426,-426,1.2346,1.2346,1.2346,1.2346,0.0,0
2026-03-20 00:35:00-04:00,2026-03-20 04:35:00+00:00,VCU Rams,0.2,0.2,0.19,0.19,400,400,426,426,5.0,5.0,5.2632,5.2632,0.0,0
2026-03-20 00:40:00-04:00,2026-03-20 04:40:00+00:00,Illinois Fighting Illini,0.81,0.81,0.81,0.81,-426,-426,-426,-426,1.2346,1.2346,1.2346,1.2346,118.67951,1
2026-03-20 00:40:00-04:00,2026-03-20 04:40:00+00:00,VCU Rams,0.2,0.2,0.2,0.2,400,400,400,400,5.0,5.0,5.0,5.0,28.9188,1
2026-03-20 00:45:00-04:00,2026-03-20 04:45:00+00:00,Illinois Fighting Illini,0.81,0.81,0.81,0.81,-426,-426,-426,-426,1.2346,1.2346,1.2346,1.2346,19.946150000000003,2
2026-03-20 00:45:00-04:00,2026-03-20 04:45:00+00:00,VCU Rams,0.2,0.2,0.2,0.2,400,400,400,400,5.0,5.0,5.0,5.0,0.0,0
2026-03-20 00:50:00-04:00,2026-03-20 04:50:00+00:00,Illinois Fighting Illini,0.81,0.81,0.81,0.81,-426,-426,-426,-426,1.2346,1.2346,1.2346,1.2346,89.75762,2
2026-03-20 00:50:00-04:00,2026-03-20 04:50:00+00:00,VCU Rams,0.2,0.2,0.2,0.2,400,400,400,400,5.0,5.0,5.0,5.0,0.0,0
2026-03-20 00:55:00-04:00,2026-03-20 04:55:00+00:00,Illinois Fighting Illini,0.81,0.81,0.81,0.81,-426,-426,-426,-426,1.2346,1.2346,1.2346,1.2346,2.99193,1
2026-03-20 00:55:00-04:00,2026-03-20 04:55:00+00:00,VCU Rams,0.2,0.2,0.2,0.2,400,400,400,400,5.0,5.0,5.0,5.0,0.0,0
2026-03-20 01:00:00-04:00,2026-03-20 05:00:00+00:00,Illinois Fighting Illini,0.81,0.81,0.81,0.81,-426,-426,-426,-426,1.2346,1.2346,1.2346,1.2346,0.0,0
2026-03-20 01:00:00-04:00,2026-03-20 05:00:00+00:00,VCU Rams,0.2,0.2,0.2,0.2,400,400,400,400,5.0,5.0,5.0,5.0,0.0,0
2026-03-20 01:05:00-04:00,2026-03-20 05:05:00+00:00,Illinois Fighting Illini,0.81,0.81,0.81,0.81,-426,-426,-426,-426,1.2346,1.2346,1.2346,1.2346,5.98385,1
2026-03-20 01:05:00-04:00,2026-03-20 05:05:00+00:00,VCU Rams,0.2,0.2,0.2,0.2,400,400,400,400,5.0,5.0,5.0,5.0,0.0,0
2026-03-20 01:10:00-04:00,2026-03-20 05:10:00+00:00,Illinois Fighting Illini,0.81,0.81,0.81,0.81,-426,-426,-426,-426,1.2346,1.2346,1.2346,1.2346,2.99193,1
2026-03-20 01:10:00-04:00,2026-03-20 05:10:00+00:00,VCU Rams,0.2,0.2,0.2,0.2,400,400,400,400,5.0,5.0,5.0,5.0,0.0,0
2026-03-20 01:15:00-04:00,2026-03-20 05:15:00+00:00,Illinois Fighting Illini,0.81,0.81,0.81,0.81,-426,-426,-426,-426,1.2346,1.2346,1.2346,1.2346,4.98654,1
2026-03-20 01:15:00-04:00,2026-03-20 05:15:00+00:00,VCU Rams,0.2,0.2,0.2,0.2,400,400,400,400,5.0,5.0,5.0,5.0,0.0,0
2026-03-20 01:20:00-04:00,2026-03-20 05:20:00+00:00,Illinois Fighting Illini,0.81,0.81,0.81,0.81,-426,-426,-426,-426,1.2346,1.2346,1.2346,1.2346,4.98654,1
2026-03-20 01:20:00-04:00,2026-03-20 05:20:00+00:00,VCU Rams,0.2,0.2,0.2,0.2,400,400,400,400,5.0,5.0,5.0,5.0,0.0,0
2026-03-20 01:25:00-04:00,2026-03-20 05:25:00+00:00,Illinois Fighting Illini,0.81,0.81,0.81,0.81,-426,-426,-426,-426,1.2346,1.2346,1.2346,1.2346,216.41558999999998,3
2026-03-20 01:25:00-04:00,2026-03-20 05:25:00+00:00,VCU Rams,0.2,0.2,0.2,0.2,400,400,400,400,5.0,5.0,5.0,5.0,0.0,0
2026-03-20 01:30:00-04:00,2026-03-20 05:30:00+00:00,Illinois Fighting Illini,0.81,0.81,0.81,0.81,-426,-426,-426,-426,1.2346,1.2346,1.2346,1.2346,0.0,0
2026-03-20 01:30:00-04:00,2026-03-20 05:30:00+00:00,VCU Rams,0.2,0.2,0.2,0.2,400,400,400,400,5.0,5.0,5.0,5.0,0.0,0
2026-03-20 01:35:00-04:00,2026-03-20 05:35:00+00:00,Illinois Fighting Illini,0.81,0.81,0.81,0.81,-426,-426,-426,-426,1.2346,1.2346,1.2346,1.2346,0.0,0
2026-03-20 01:35:00-04:00,2026-03-20 05:35:00+00:00,VCU Rams,0.2,0.2,0.2,0.2,400,400,400,400,5.0,5.0,5.0,5.0,0.0,0
2026-03-20 01:40:00-04:00,2026-03-20 05:40:00+00:00,Illinois Fighting Illini,0.81,0.81,0.81,0.81,-426,-426,-426,-426,1.2346,1.2346,1.2346,1.2346,0.0,0
2026-03-20 01:40:00-04:00,2026-03-20 05:40:00+00:00,VCU Rams,0.2,0.2,0.2,0.2,400,400,400,400,5.0,5.0,5.0,5.0,0.0,0
2026-03-20 01:45:00-04:00,2026-03-20 05:45:00+00:00,Illinois Fighting Illini,0.81,0.81,0.81,0.81,-426,-426,-426,-426,1.2346,1.2346,1.2346,1.2346,3989.227,2
2026-03-20 01:45:00-04:00,2026-03-20 05:45:00+00:00,VCU Rams,0.2,0.2,0.2,0.2,400,400,400,400,5.0,5.0,5.0,5.0,0.0,0
2026-03-20 01:50:00-04:00,2026-03-20 05:50:00+00:00,Illinois Fighting Illini,0.81,0.81,0.81,0.81,-426,-426,-426,-426,1.2346,1.2346,1.2346,1.2346,0.0,0
2026-03-20 01:50:00-04:00,2026-03-20 05:50:00+00:00,VCU Rams,0.2,0.2,0.2,0.2,400,400,400,400,5.0,5.0,5.0,5.0,0.0,0
2026-03-20 01:55:00-04:00,2026-03-20 05:55:00+00:00,Illinois Fighting Illini,0.8099999554499133,0.8099999554499133,0.8099999554499133,0.8099999554499133,-426,-426,-426,-426,1.2346,1.2346,1.2346,1.2346,2.462491,1
2026-03-20 01:55:00-04:00,2026-03-20 05:55:00+00:00,VCU Rams,0.2,0.2,0.2,0.2,400,400,400,400,5.0,5.0,5.0,5.0,23.9328,1
